year,industry_code,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
1999,12,101,3640,15129.8730862692,30555.472562555,8558.274589769697,414793.497993089,68020.94047447
1999,2,139,7213,51297.452304412,132260.531988401,11888.98783121073,1383881.2626707,174701.2817784
1999,3,435,14762,44654.296424584,79389.104424285,4099.790944326919,1519606.747261602,182200.799929509
1999,4,50,1246,3931.1795543,57760.2681485006,16579.651464418366,673533.59484897,99254.5703199
1999,5,141,6992,23485.456910099998,39270.4445764937,5044.820739506357,600208.62883439,82307.53472652
1999,6,610,32071,84411.23830942,76238.293500891,2199.4014922318615,1158577.15501453,193743.179251438
1999,7,42,927,6889.07006973,133939.920840099,38370.01595188095,658393.4039922,222230.265921
1999,8,19,53,1031.4111199,37773.024734,29484.355053157895,194157.9107,65501.456568
1999,9,39,1648,613.96347199,12964.13383691,7623.459300657894,417751.479886,19270.46806119
2000,NA,1,14,12.759784,15.10586,615.24658,394.80316,64.844276
2000,1,88,911,4769.62013726,16265.92010947,4826.150822975,440227.08294,69841.45828581
2000,10,451,7951,57363.930048839,30623.7397295577,1459.8411811369006,468113.08856501663,112965.0731900974
2000,11,56,231,315.42993205,5961.0018454316005,82657.73392232909,454553.85581455,168720.26177272
2000,12,127,3848,14240.312002649,49513.9433090414,8513.333699900788,581006.52597454,102789.6224249018
2000,2,149,7461,50269.04066451,131089.901754915,11377.943009210205,1378480.7359054,168916.9550993
2000,3,461,15573,43301.069728322,78419.1056108257,3887.428199113791,1515685.943255171,199047.713317908
2000,4,53,1392,4234.4788535,62340.7517850996,17822.85679526415,1057952.61405763,187588.0026489996
2000,5,137,6768,21157.71274098,33771.5109516535,5394.35127290438,639114.08046642,91907.8886636
2000,6,647,34761,100502.543016374,104776.708922286,2508.0750321766823,1315529.343892862,230923.7680154868
2000,7,47,933,6516.60408559,165142.47605729,46018.20721704348,730813.3720250101,249413.141216302
2000,8,29,71,236.03616,36590.3454065,21726.619762068967,274721.64631,50485.4576304
2000,9,40,1608,896.57769188,16715.971810798,7795.3498668525,461163.12337508,25110.832733919
2001,NA,1,7,12.924884,13.113514,550.11115,356.99994,53.087849
2001,1,80,918,4927.73038752,16287.46180934,6258.6139717820515,486252.589607,76859.4616128
2001,10,472,8382,65747.493591609,30455.7200786276,1520.1291294422708,482926.3157077496,118961.718358764
2001,11,58,269,439.47441753,4670.1023276282,59192.15450817579,339006.75756897,114217.967611078
2001,12,129,4235,13975.703428198,43355.2171057138,9044.833986352047,605622.059519226,79720.160032719
2001,2,142,8268,49833.65768885,124626.691570687,12316.084448871632,1363416.14987382,144403.2340691604
2001,3,441,16196,47914.6324724141,79385.342270079,4117.619389738881,1514562.24408741,167775.8849786311
2001,4,46,1211,3884.0719851,59279.8727376005,18963.43965630435,901178.75802996,159088.295566004
2001,5,137,6997,21434.14978619,32527.0841784067,5235.185686964779,611761.8067281104,81336.993118951
2001,6,688,39096,105999.83716262,95617.2917989556,2434.4418695551676,1269737.700137611,141541.084162256
2001,7,44,948,6944.65103998,141805.7969741,47971.097206697676,726130.75187802,237176.969319
2001,8,27,72,232.14327,33185.647918,24185.76441814815,310977.98422,68883.669009998
2001,9,50,1847,1045.73848458,21202.5290577701,7803.877883288,692785.9353634,37364.962834431
2002,NA,1,6,16.105881,13.947186,578.00714,387.03018,48.654934
2002,1,83,863,4986.06533179,17536.65134077,6350.3964661463415,520814.453884,84560.29286405
2002,10,463,8821,73094.42949414,33861.369732489,1667.6487498357017,535402.1339255138,131433.338047816
2002,11,48,276,516.96900387,10335.525493611,109315.43366571915,385826.1490648,177939.89250271
2002,12,120,4721,12787.579251995,39658.3904225991,9147.098408304539,535431.0817194098,83031.484194354
2002,2,141,8492,57254.39602905,131413.086324409,14415.495413832608,1575720.848829,178724.6598953
2002,3,448,17279,49722.271253507,72896.68196523043,4232.408294685016,1607461.408009348,179496.1418073452
2002,4,49,1230,4471.7358709,88900.9840444,20548.734452283672,938374.79901199,157062.18099899
2002,5,136,7076,22158.88872868,33778.64623636,5751.6663738830885,666483.7920042,92430.20961823
2002,6,677,40085,99479.14183334,71268.4264925046,2455.2814198859132,1230075.383891338,162289.8343110136
2002,7,52,1164,8189.061878212,117913.115614907,38718.954900554,830656.03755211,255419.44386159
2002,8,22,59,232.01665,29355.7519008,24273.575808636364,207197.621368,53482.799409
2002,9,40,1974,918.0547087708001,26164.3644447494,10961.90673418,765533.26164122,47535.007482099
2003,NA,1,21,19.319723,16.7001,678.90631,483.33017,59.866104
2003,1,76,862,5233.92484419,17843.98424871,7314.095506259079,520183.44184,86367.95829299
2003,10,473,8965,82997.056944719,35830.582375975,1964.1415186048812,564641.0600848017,147978.6931526193
2003,11,61,327,551.25229172,9977.1320752029,140867.17229692,573438.065902198,228902.0320841
2003,12,98,4439,12388.867077032,38373.2815018766,12220.949952110619,638284.74090134,99734.368571372
2003,2,144,8460,67431.265287711,145177.72845483,16227.29594425139,1798402.9694067,202208.68950792
2003,3,429,18139,56140.02202873,76844.723005347,4941.38882502021,1788797.6924158898,195389.312017153
2003,4,47,1335,3907.0956859,87717.2196675,21835.467201514894,1069266.69018905,183088.23013398
2003,5,143,6518,24091.430228907,36095.091904856,6115.50091147824,756445.77644109,102554.49913507
2003,6,707,42654,104251.31322544,71129.8475548666,2555.543093918312,1427431.213224456,209445.507832924
2003,7,52,1058,8698.195525663,107690.463359391,38180.80498103922,901471.5504889,292246.8690197
2003,8,20,62,223.69852,21181.686862,23888.3681035,180458.10376,46410.415229
2003,9,43,1897,1031.13495778,23159.23060577,9953.855761465116,759087.05141398,47001.10091735
2004,NA,1,16,20.192558,18.089167,679.76007,514.52698,64.877945
2004,1,76,808,5674.63340443,18360.13424068,8023.894848563158,612182.4212591,92813.16442480001
2004,10,460,7351,92253.286403292,35397.66854512872,2335.2003624459226,612994.2136047279,165371.685886578
2004,11,54,373,506.54618990299997,14205.693274227,157480.9728766663,561114.82207802,253328.4276034
2004,12,107,4476,13427.857419629,53255.8729040067,14147.25050687566,810020.5091389699,131358.2379381894
2004,2,136,8675,71967.223422279,166241.284979515,18393.85809497206,1935915.8127478,221514.94319677
2004,3,407,18478,58097.41628364,89020.056546023,5443.021438298276,1972000.22414885,250140.14634471
2004,4,49,1385,5064.5411002,121927.46038019999,27934.501301145832,1507838.408706,282331.4817013
2004,5,129,5599,24373.033365199,35965.3863777211,7307.248037638583,842550.50565899,124743.29705239
2004,6,693,44910,113490.3279289334,107066.3159655737,2839.351966279636,1636885.729291398,263905.215327077
2004,7,49,1273,8713.0682235,116653.05413311,40382.22738310417,947421.0974021,307820.9208378
2004,8,27,59,215.19098,24791.670434,20006.560207777777,203318.3756,53248.099981
2004,9,38,1405,1118.17264246,34296.1039297999,14029.344250710526,1000682.595728,66809.53961137
2005,NA,1,12,21.035011,18.956957,655.44421,504.43317,62.604603
2005,1,60,690,5786.059096301,17095.075278809,9214.116671216667,502345.8279312,85218.93697391001
2005,10,420,6171,91442.746019418,33937.6491093782,2553.397110354593,639942.9991469689,173083.11038035701
2005,11,63,382,562.5362712,6526.3746255597,148642.03707540795,555384.900886,276862.52915808
2005,12,93,3922,13719.746631219,46715.2807118769,12545.321313281484,655170.8550204999,111515.475496999
2005,2,129,7796,69008.276613991,170666.1729573817,18687.781129249845,1856831.26268582,191079.08924662
2005,3,374,15819,56012.6825446594,94112.195640539,5889.064672800275,1966815.935208697,260760.992810712
2005,4,48,1183,4744.4519977,106669.3135284999,27362.730263333335,1581908.2252279,307588.7095695
2005,5,133,4225,23034.91187909,41135.250649208,7163.826588629546,882676.98530977,131373.3353924
2005,6,672,41009,111642.412035198,109246.1871436134,2938.175468929922,1666560.962047318,273156.382414269
2005,7,43,959,6465.3021288,111889.25450395,43556.094750139535,832508.23686001,271636.5100054
2005,8,24,62,177.60165,27249.518839,24746.222435,228397.35125,55847.831721
2005,9,46,1153,1269.825363769,42711.84458035,14814.245445836888,1193141.008154,84704.078565888
2006,NA,1,16,20.240383,21.595388,697.11603,551.32599,76.845703
2006,1,72,838,7297.8132097,21672.45743132,8851.973770458333,582089.850881,97459.50880947
2006,10,447,7710,113146.56723117799,37271.00027761833,2653.7370474854383,697972.5428244529,189946.5645375
2006,11,65,638,639.73570581,19451.923896896,234988.21278159626,1078998.515759294,506007.17091035
2006,12,108,4687,15077.849904369,64587.002515021,15629.996458067382,913514.697097719,150598.21772489
2006,2,130,9527,75523.65298379,198216.4046059899,18641.078505457364,2125702.0330443,220184.80449562
2006,3,384,19435,61282.84299774,106561.5586687521,6250.198187837921,2171522.69851798,293182.409746069
2006,4,49,1484,5703.9856979,154922.89193869501,31625.262377791838,1802824.50792,382452.0257291
2006,5,125,4578,24365.408347359,50356.735473089,8913.1526805384,938569.07433943,146389.93385202
2006,6,667,51380,131248.70215809,124596.4293161683,3440.0610869791008,1931139.887450103,304186.378019404
2006,7,49,1093,7095.22846048,136081.07387851,45045.476392916666,974960.234962,311142.9113825
2006,8,18,39,176.29459,26986.84706,23827.941422222222,162530.40611,41693.92767
2006,9,45,1194,2058.31121282,49233.933747318,16485.182414317776,1340745.0035206,98321.51971376
2007,NA,1,25,22.977865,23.118402,799.94891,657.88568,94.260445
2007,1,70,831,7875.6046135,25093.968267689,10517.652398397058,680394.53820697,119506.1480414
2007,10,427,7105,126196.81243433,41744.4791188159,3261.3763015491704,779642.3106626538,217620.89455869
2007,11,67,596,556.3380041,25033.6813542,281877.7496618788,1348299.43501499,622239.77929093
2007,12,97,4191,13857.133974929,81478.9660738299,21488.866248653645,1024747.38082808,198483.1470357
2007,2,124,8722,87146.874245653,187327.580146106,21163.52723484553,2322288.2312397,272238.89934805
2007,3,356,17322,71288.18360047,110890.66207476,7036.448703534464,2360378.2316916,311661.470906731
2007,4,40,1419,6788.741453598,189097.641681411,46667.313240245254,2005326.7243151,423016.81651576003
2007,5,128,3911,26922.29650457,58463.03359294,9304.849611312813,1051599.9636122,163821.933570301
2007,6,677,46671,150638.663964221,137143.4612617966,3825.1679384834288,2219945.60976191,352489.8848607436
2007,7,45,1042,8820.95019396,141911.78376501,51333.002616693026,1066301.284746,334097.7154946
2007,8,19,39,196.91298,38918.03894,29549.444242105263,188870.87388,54714.368403
2007,9,39,1021,2441.80360472,55417.427160229,20720.92171723846,1516479.27041102,101722.75213337
2008,NA,1,6,21.954178,15.685896,768.25452,600.50958,73.578903
2008,1,69,799,7919.2185116,25902.87527711,10403.859968985074,708903.616988,103094.98812498999
2008,10,396,6786,130533.062297585,40957.1042120681,3582.2612873203584,822075.575805709,231992.194317099
2008,11,68,646,634.2570006,20357.12251167,269133.72041878506,906049.75509942,157433.47349405
2008,12,85,4367,14273.019307262,79188.8668243772,23489.924242791665,1036484.02317396,178381.5828569
2008,2,129,8353,86790.213182112,173764.214798604,18707.753801408828,2040028.96257856,159407.40854759
2008,3,344,16838,69159.22166905,123401.912687869,7557.749951538011,2455611.175891726,288590.26816787
2008,4,41,1465,7348.7041951,236403.95197099991,48003.2284399975,2604755.854529998,464421.52972399
2008,5,125,3556,27749.48483975,60797.9015730099,9631.410887384354,1108262.9207821,154150.4056171
2008,6,641,50094,158335.72860836,122158.09773314,3924.8618078738364,2230461.70751432,342489.600581211
2008,7,45,1266,8911.06579049,144441.22072813,48750.29089791111,1085650.957172,351292.1717636
2008,8,18,37,192.79779,40084.21118,30125.629166666666,181962.52041,45589.4215
2008,9,37,1004,2718.08504452,51663.34497795,22363.796516,1576498.5508282,91104.80644005
2009,NA,1,12,21.642092,9.2216921,828.7113,516.93896,40.213852
2009,1,67,881,7566.887643401,24660.46480965,12377.67789063077,695419.0115139,111677.8569529
2009,10,396,7071,113737.45993429,36544.1811589904,4200.1714181054185,817596.1831914311,241231.096015371
2009,11,84,833,684.0092934,24702.4436855571,269156.54928364215,1286325.31695903,240998.67882101
2009,12,87,4647,14022.220443759,74805.9858050528,20711.50194320814,993133.883032181,160035.66266006
2009,2,126,8717,82808.36586866,125510.121206977,22678.52376564597,1942541.74879728,124442.05238451
2009,3,348,17954,70713.150805741,90447.854593326,7794.932978123041,2137355.59768704,213235.56066697
2009,4,48,1488,7050.959575864,241939.5658548759,45965.08563046366,1734213.088639,338925.4069883
2009,5,124,3745,27038.70588712,51907.7541238318,10374.679385050413,950921.14072379,141335.2671361
2009,6,631,54358,148548.393872001,90750.1973512284,4147.447772188907,2125114.160542672,333954.686437713
2009,7,43,1439,10062.6131905,132221.1335292,52406.34001883721,1086538.479564,341403.6967721
2009,8,24,50,278.88666,45479.48741,26705.1729,201290.91345,56887.88164
2009,9,38,1087,2995.00783582,46275.690072781,22617.590292105262,1477006.615294,102056.07866976
2010,NA,1,26,28.409945,25.285456,983.02032,657.02368,73.986496
2010,1,73,1169,8869.7454008,28153.96519684,13641.860203558572,778764.62444478,133221.5065492
2010,10,434,9833,127251.9383443804,35131.27218965003,4025.3736262406296,888301.604884241,264700.567910433
2010,11,86,1206,827.22875057,24440.25846282583,346290.3761503619,1579261.96504602,627370.00117047
2010,12,103,6107,13656.04985553,76557.9909383752,19726.966246440305,1032422.229409365,221348.855260369
2010,2,128,11027,89301.88259728,131474.2490621621,20415.653014711814,2142096.8911747,234458.50911346
2010,3,348,23061,73847.81107159,101273.016900396,8602.23556381548,2496110.07196297,304379.995880199
2010,4,54,2179,7652.9846193,260296.6095639,48977.52501649438,2230405.760990094,425531.5635675
2010,5,126,5315,29266.0013322198,49126.461580954,10540.276758419355,1082688.03685157,177904.793459487
2010,6,632,67639,170595.62912464901,134582.9597584198,4710.5335828274265,2482982.736078574,440210.16796856
2010,7,43,2141,10090.21094519,142229.0057599,56032.89416011628,1165736.381759,368501.3493439
2010,8,15,68,426.52211,47872.29155,42153.141213333336,238021.76621,61483.04841
2010,9,47,1540,3129.09991519,46908.988273205,18912.62576563911,1630213.6975383,108691.330984629
2011,NA,1,32,29.299807,18.532642,994.565,704.70227,75.953453
2011,1,70,1286,9127.6165571,30938.40051488,14334.144786188406,789344.65173220006,135210.10603043
2011,10,458,10239,129629.322469685,36952.29700405993,4017.0797573728346,940100.5970986295,279605.45967446
2011,11,91,1299,1026.49101311,26091.2640083886,304747.6963439338,1505722.15864598,611459.007172997
2011,12,86,6209,17945.817922588998,103828.0605697441,22672.197293394187,1029523.916929484,241165.16448886
2011,2,137,11362,97237.82778063,133081.573543517,21189.41164588456,2331322.3339002,240105.6417563
2011,3,353,23782,79288.32190773,119787.5829393884,8786.23524792894,2653781.3614764,311848.12498014
2011,4,58,2081,10519.58126899,292336.39540276,50456.79109531071,2670713.2250767,499567.69398228
2011,5,125,5363,31148.227177499,58229.6818869712,11121.520967569275,1174035.55606,190684.1239007
2011,6,643,67773,182152.830241434,150712.4994847843,4955.251064874935,2611203.553117952,457730.8801879389
2011,7,51,2726,10052.44441679,171155.72648617,53167.726819460004,1319336.07252071,413924.1202483
2011,8,15,71,293.593537,35593.16933,37909.34442,170482.2775,40846.29902
2011,9,47,1542,4903.18233417,64924.11660352,24246.67062295745,2170035.802268,135199.8149421
2012,NA,1,23,25.973951,22.161749,890.2821,611.33295,61.536816
2012,1,72,1496,8855.9837428,30215.58207981,14002.629848366198,804238.4345378,142095.3625064
2012,10,523,11690,133990.678372632,38883.55279577423,3598.794988830861,943795.260659123,283029.172763168
2012,11,88,1634,936.08719091,14489.8852763468,319710.23623808275,1382110.51674126,600544.39483714
2012,12,101,6950,15506.99153743,109444.43383618807,19451.798306891,1067727.087620793,172845.2926874
2012,2,133,13216,99351.81759793,154033.167734105,22789.32362328158,2443836.18115,244349.049011108
2012,3,348,25753,78159.7795903791,128382.5103131121,9479.476994271015,2654557.70540543,305836.55892038
2012,4,58,2123,11250.532188187,354677.210095699,54296.79969032931,2900533.561463005,509114.0415943
2012,5,127,5753,31449.070825,62782.025507399,10901.816565053858,1160902.456493108,188642.1173832
2012,6,644,75185,192513.444580641,149634.52833737884,5153.796952706445,2674549.545793193,492537.68992659997
2012,7,51,3566,10786.820476193,185116.618687922,54323.545220683336,1397275.6565931,411918.370858379
2012,8,19,104,178.81248,53907.66421035,41589.68520981789,222243.93752553,54983.3807836
2012,9,51,1940,6818.80344263,70684.4272485,23440.773464215687,2155486.925312,139222.19927978
2013,NA,1,19,24.633364,13.884789,821.01825,629.09747,63.433094
2013,1,66,1635,8989.9043077,30088.67146473,16088.812516061538,804033.8210462,147268.2194383
2013,10,568,13324,133097.845594502,39832.03321345773,3356.436671357592,944885.7945634879,267751.878688663
2013,11,92,1924,977.160011502,20024.3128736927,335354.29414347495,1452449.89262801,660035.393148604
2013,12,107,7559,15407.34500069,117764.5241263815,19785.88920699716,1172331.940806308,218330.6072929
2013,2,136,13970,105340.474655321,170849.9592723668,24044.130193894074,2572182.91875574,272953.17489059
2013,3,345,26372,76659.21938539993,119934.2528220548,9408.426156332675,2686126.86073318,322183.13221714
2013,4,60,2628,11597.702933999999,350171.56678727,51717.432855420004,2712245.041989695,444183.84246739
2013,5,123,6047,32838.08693848,65366.859205807,11544.039143389593,1164892.424908012,191564.6367204
2013,6,653,81368,199669.820999832,152470.1227769502,5384.4961514873385,2695773.6029613228,525134.571887108
2013,7,52,4317,10855.18061283,202562.001335182,55713.77015111596,1422516.87791302,447952.62979548
2013,8,19,72,120.60347,53692.2495,39576.542999789475,216595.19877000002,58120.362228
2013,9,47,2304,8843.8328927,63150.318891257004,25049.953374831915,2136451.6733750002,130873.67733487
2014,NA,1,13,20.349209,11.525659,738.82642,541.67261,61.4813
2014,1,68,1812,9055.7712702,30964.59321953,15741.06086675,797065.761379,150389.11208903
2014,10,552,13274,140155.989046644,41483.26085832073,3764.916722213663,956564.5116557919,274737.66848106
2014,11,93,1837,1082.14100142,23397.339712650828,346650.7723915768,1670473.49159382,684090.508099012
2014,12,101,7999,14192.0940977,109631.757780021,20208.7469769588,1109311.182266919,207622.15681047
2014,2,131,14362,100813.274434031,155075.564388119,24630.418740546564,2447959.83725015,268210.00953184
2014,3,345,28052,72005.930065471,107366.199572812,8731.310832706638,2475398.53744649,313353.99140814
2014,4,64,2838,11299.06178271,359406.4978366,50227.95785132969,2684407.523195372,409808.8839042
2014,5,121,6325,30656.1693067,66414.108016184007,11659.274303407603,1107668.6040225,185320.66944271
2014,6,643,88896,206133.380885053,159477.7570185037,5783.726251753579,2651099.223243995,544733.331914406
2014,7,57,4773,9794.96565481,189903.79365284,48218.007954631576,1346771.91180002,386764.3279477
2014,8,17,87,0,46446.877513,42839.47094823529,213763.30999,61799.11502
2014,9,44,2698,11153.582735,54694.28559503,26343.814608318182,2005083.053944,122950.93837339
2015,NA,1,12,22.382885,17.701614,790.54742,591.92273,71.473938
2015,1,69,1736,9751.76072157,31857.45120043,17341.181976228985,779225.18781899,155169.14876301
2015,10,536,11921,145367.456884634,45327.0518246291,4280.333167330094,966168.6029724651,285909.637263838
2015,11,68,1460,1017.49902907,23721.0552609911,383084.23248074116,1339658.20586668,584531.95813
2015,12,97,7933,14471.41541577,76993.566463382,17186.559459614225,984242.8385045,134539.6780971986
2015,2,126,14919,100092.5706882,185145.50441221,25824.2421345,2457845.944271,284153.985445902
2015,3,352,27156,75019.188862441,108194.036901541,8326.539736869432,2400689.35795731,294704.70393397
2015,4,58,2850,9284.6525772,261347.6538682295,49649.23562268328,1770533.247612268,208444.065545798
2015,5,125,6072,31047.13378613,65170.4862274622,11065.5292622296,1028972.8147499696,189319.97147572
2015,6,611,85399,215586.598165204,172041.2168264228,6545.18677033231,2765063.675486283,582407.739478114
2015,7,53,3966,7528.3118101,187829.966542858,54582.81347860378,1335133.46584104,417643.679403
2015,8,19,85,106.33428,54412.378977316,43534.64383413526,224642.42168094,69997.67759137
2015,9,44,3130,14379.68085323,48046.91442696,26038.659048363636,1870749.830591,120213.20703622
2016,NA,1,19,26.726477,17.943254,834.36133,600.80298,76.187057
2016,1,60,1850,9458.46416068,31667.6173272,22005.107190694915,732018.999181,151964.79495221
2016,10,512,11359,152572.5146392879,45736.6421576271,4584.994086249401,980659.2414040822,292634.9636426
2016,11,68,1470,729.0509919,24168.1908553982,395340.7890036397,1317426.97526819,522034.225375008
2016,12,97,7902,19021.3164434,83957.5558114728,18973.50844728175,1104534.51534124,178780.299482981
2016,2,115,15304,99988.721237216,173795.56754335,29665.322216234435,2415484.44831601,295640.4746697
2016,3,329,25506,69127.4902664178,99307.489934662,8757.426098147598,2207526.3198139598,278749.071243136
2016,4,62,2929,9105.27355105,185936.87399911,46276.50733230645,1547440.060964005,218930.37013962
2016,5,119,5537,30031.42227357,58790.180604543,11826.155405823445,951549.04182229,187075.4924282
2016,6,556,85999,225134.05758619,181962.3935821454,7793.125050934014,2723048.257160392,559501.516414304
2016,7,54,3633,7472.5102385,193973.96043162,54317.7183562037,1373331.1754156,420629.66995807
2016,8,18,83,102.10609,58461.5215,52863.65191105555,223505.6584,80471.5799898
2016,9,42,3700,17803.83423796,43243.43666087,28774.680007261904,1913197.775392,132701.63893877
